rank,workers,company,state_s,city,metro,growth,revenue,industry,yrs_on_list
3960,110,CPO Commerce,CA,Pasadena,Los Angeles,76.241,78602869,Retail,7
3961,55,History Associates,MD,Rockville,Washington DC,76.2257,8430420,Business Products & Services,4
3962,27,Phantom Technical Services,OH,Columbus,Columbus OH,76.2189,3370954,Engineering,1
3963,94,Customized Energy Solutions,PA,Philadelphia,Philadelphia,76.204,23525000,Energy,8
3964,26,Halloran Consulting Group,MA,Boston,Boston,76.1949,8510659,Business Products & Services,1
3965,25,Data Network Solutions,SC,Chapin,Columbia SC,76.1484,35279000,IT Services,3
3966,24,Edgeware Computers,GA,Marietta,Atlanta,76.1282,3677010,Software,2
3967,89,Virtium Technology,CA,Rancho Santa Margarita,Los Angeles,75.9902,34329554,Computer Hardware,4
3968,11,Prairie City Bakery,IL,Vernon Hills,Chicago,75.8975,31514505,Food & Beverage,4
3969,7,Supply Chain Solutions,WI,La Crosse,La Crosse WI-MN,75.9049,3330851,Logistics & Transportation,1
3970,31,ISPA Technology,VA,Centreville,Washington DC,75.8946,4411814,Engineering,1
3971,26,Lumark Technologies,VA,Fairfax,Washington DC,75.8943,2763034,Government Services,1
3972,175,DataStaff,NC,Raleigh,Raleigh-Cary NC,75.8619,18729833,Human Resources,1
3973,88,BRIDGE Energy Group,MA,Marlborough,Boston,75.7967,20943893,Energy,5
3974,202,4Wall Lighting,NV,Las Vegas,Las Vegas-Paradise NV,75.7503,59381638,Business Products & Services,5
3975,18,Zak Products,TX,Irving,Dallas,75.7226,23256973,Business Products & Services,2
3976,22,Scale Finance,NC,Durham,Durham NC,75.7177,3926805,Financial Services,2
3977,1217,Amphastar Pharmaceuticals,CA,Rancho Cucamonga,Riverside-San Bernardino-Ontario CA,75.6777,229681000,Health,1
3978,30,The Saywitz Company,CA,Newport Beach,Los Angeles,75.6716,10231297,Real Estate,2
3979,36,Armor Protective Packaging,MI,Howell,Detroit,75.6616,18228957,Manufacturing,2
3980,60,Berkshire Hathaway HomeServices Nevada Arizona Properties,NV,Las Vegas,Las Vegas-Paradise NV,75.6385,15715577,Real Estate,3
3981,24,AMG & Associates,CA,Santa Clarita,Los Angeles,75.6206,22244380,Construction,3
3982,22,Ladd Family Pharmacy,ID,Boise,Boise City-Nampa ID,75.6152,6237655,Health,1
3983,340,CheapCaribbean.com,TX,Plano,Dallas,75.4276,515076658,Travel & Hospitality,2
3984,78,US Patriot,SC,Columbia,Columbia SC,75.4201,19991120,Government Services,1
3985,131,TCC Software Solutions,IN,Indianapolis,Indianapolis IN,75.4053,17851000,IT Services,1
3986,546,Workplace Options,NC,Raleigh,Raleigh-Cary NC,75.3206,47627787,Human Resources,4
3987,460,Heartland Business Systems,WI,Little Chute,Appleton WI,75.2839,172702015,IT Services,8
3988,115,M3 Glass Technologies,TX,Irving,Dallas,75.2227,15125887,Manufacturing,5
3989,229,Trinity Logistics,DE,Seaford,Seaford DE,75.0694,275512000,Logistics & Transportation,2
3990,246,Masergy Communication,TX,Plano,Dallas,75.054,170744969,Telecommunications,3
3991,34,Confirmation.com,TN,Brentwood,Nashville,74.9991,11981682,Financial Services,5
3992,57,Benko Products,OH,Sheffield Village,Cleveland,75.002,8901387,Manufacturing,7
3993,30,Calibre One,CA,San Francisco,San Francisco,74.9516,6725128,Human Resources,1
3994,30,DesignSensory,TN,Knoxville,Knoxville TN,74.9496,2512033,Advertising & Marketing,2
3995,559,Edifecs,WA,Bellevue,Seattle,74.8957,71477877,Health,6
3996,38,SwipeClock,UT,South Jordan,Salt Lake City,74.8902,7676596,Business Products & Services,6
3997,39,RateSpecial Interactive,CA,Pasadena,Los Angeles,74.8829,22775000,Advertising & Marketing,3
3998,5847,MAU Workforce Solutions,GA,Augusta,Augusta-Richmond GA-SC,74.8661,216336712,Human Resources,6
3999,397,Jones & Frank,NC,Raleigh,Raleigh-Cary NC,74.8568,199346000,Energy,4
4000,15,P-Fleet,CA,San Diego,San Diego,74.7988,116385114,Financial Services,2
4001,55,National Electronic Attachment,GA,Norcross,Atlanta,74.7859,11542980,Health,7
4002,13,Intelligent Interiors,TX,Addison,Dallas,74.7075,11846860,Business Products & Services,5
4003,29,The Everest Equity Company,NY,Suffern,New York City,74.6803,3110818,Financial Services,1
4004,26,AfterCollege,CA,San Francisco,San Francisco,74.6665,6317345,Education,2
4005,105,US Med-Equip,TX,Houston,Houston,74.6226,21474914,Health,4
4006,1200,GlowTouch Technologies,KY,Louisville,Louisville/Jefferson KY-IN,74.5389,13297443,IT Services,6
4007,17,BlackRapid,WA,Seattle,Seattle,74.4815,6547759,Consumer Products & Services,3
4008,21,The Brooks Group,NC,Greensboro,Greensboro-High Point NC,74.4847,4877530,Business Products & Services,1
4009,2000,MS Companies,IN,Indianapolis,Indianapolis IN,74.4499,47282405,Business Products & Services,1
4010,15,ODUrent.com,VA,Norfolk,Virginia Beach-Norfolk-Newport News VA-NC,74.4377,3180000,Real Estate,2
4011,3,Atyeti,NJ,Princeton,Trenton-Ewing NJ,74.4189,5311257,IT Services,3
4012,70,Sendero,TX,Dallas,Dallas,74.3775,10007143,Business Products & Services,4
4013,174,Audigy Group,WA,Vancouver,Portland OR,74.3475,29717530,Health,6
4014,89,Opus Events Agency,OR,Beaverton,Portland OR,74.343,26525507,Advertising & Marketing,2
4015,299,Pentec Health,PA,Boothwyn,Philadelphia,74.3105,79357768,Health,5
4016,29,Carolina Management Team,NC,Enka,Asheville NC,74.2574,3382435,Construction,2
4017,39,Bull Engineered Products,NC,Charlotte,Charlotte,74.2483,4704252,Manufacturing,3
4018,1318,Monogram Food Solutions,TN,Memphis,Memphis TN-MS-AR,74.206,258412000,Food & Beverage,6
4019,76,LaSalle Network,IL,Chicago,Chicago,74.1652,35579392,Human Resources,8
4020,49,ICE Technologies,IA,Pella,Oskaloosa IA,74.1657,8130504,Health,3
4021,65,Apprio,DC,Washington,Washington DC,74.1298,9369995,Government Services,3
4022,51,interRel Consulting Partners,TX,Arlington,Dallas,74.0576,12030940,Business Products & Services,7
4023,150,Seahorse Bioscience,MA,North Billerica,Boston,74.0522,35444000,Health,4
4024,56,RailPros,CA,Irvine,Los Angeles,74.0033,14945587,Engineering,1
4025,41,iDiscovery Solutions,DC,Washington,Washington DC,73.9949,13219893,Business Products & Services,2
4026,600,Tribridge,FL,Tampa,Tampa,73.9543,111605926,IT Services,3
4027,115,Birds Barbershop,TX,Austin,Austin,73.9112,4604761,Consumer Products & Services,5
4028,24,Beck Ag,NE,Wayne,Sioux City IA-NE-SD,73.8918,9154964,Advertising & Marketing,5
4029,65,HireNetworks,NC,Raleigh,Raleigh-Cary NC,73.8645,4300828,Human Resources,3
4030,141,Seniors Home Care,MO,St. Louis,St. Louis MO-IL,73.8543,3381549,Health,3
4031,55,Piston,CA,San Diego,San Diego,73.8399,7642000,Advertising & Marketing,1
4032,1088,Eliassen Group,MA,Wakefield,Boston,73.8274,170651944,IT Services,9
4033,104,Feeney Wireless,OR,Eugene,Eugene-Springfield OR,73.8163,27764391,Telecommunications,4
4034,16,Portfolio Creative,OH,Columbus,Columbus OH,73.7668,9103975,Human Resources,6
4035,33,Covenant Security Solutions,VA,McLean,Washington DC,73.7637,3187287,Security,1
4036,6,Great Britain Tile,FL,Land O' Lakes,Tampa,73.7053,3880940,Construction,3
4037,39,Quantum Vision,MD,Gaithersburg,Washington DC,73.5953,4561467,IT Services,2
4038,32,Riverside Fence,CT,Wilton,Bridgeport-Stamford-Norwalk CT,73.5064,3852377,Construction,2
4039,70,Cape Medical Supply,MA,Sandwich,Barnstable Town MA,73.4919,8772431,Health,5
4040,108,Lawn Dawg,NH,Nashua,Manchester-Nashua NH,73.4837,11836517,Environmental Services,1
4041,183,Technical Resources International,MD,Bethesda,Washington DC,73.4694,32706873,Health,5
4042,108,HNI,WI,New Berlin,Milwaukee-Waukesha-West Allis WI,73.4146,22383220,Insurance,1
4043,140,Impinj,WA,Seattle,Seattle,73.3686,55126000,Computer Hardware,2
4044,53,OnSight,FL,Sanford,Orlando FL,73.3574,5924467,Advertising & Marketing,1
4045,3422,Pyramid Consulting,GA,Alpharetta,Atlanta,73.3468,160595551,IT Services,8
4046,15,The Doyle Group,CO,Denver,Denver,73.3254,4143223,IT Services,1
4047,55,Dynamis,VA,Arlington,Washington DC,73.209,6009157,Government Services,1
4048,9,I.C.E. Service Group,PA,Ambridge,Pittsburgh PA,73.189,11829448,Logistics & Transportation,2
4049,139,CGR Products,NC,Greensboro,Greensboro-High Point NC,73.1735,29136860,Manufacturing,3
4050,22,My Lineage,CA,San Diego,San Diego,73.1231,3496398,Government Services,1
4051,33,BlueDot Medical,NC,Charlotte,Charlotte,73.0961,8024612,Health,5
4052,66,SignUp4,GA,Atlanta,Atlanta,73.0812,7187748,Software,2
4053,331,Caleris,IA,West Des Moines,Des Moines-West Des Moines IA,73.0682,14311617,Telecommunications,2
4054,538,NorthStar Financial Services Group,NE,Omaha,Omaha-Council Bluffs NE-IA,73.0579,161524949,Financial Services,2
4055,56,Burnham Benefits Insurance Services,CA,Irvine,Los Angeles,73.0471,13648400,Insurance,3
4056,27,Victory Transportation Systems,TX,Houston,Houston,73.0335,16243233,Logistics & Transportation,3
4057,174,myMatrixx,FL,Tampa,Tampa,73.0241,84830235,Health,6
4058,1429,Pro Mach,OH,Loveland,Cincinnati,72.993,389440000,Manufacturing,4
4059,279,Capital Title of Texas,TX,Plano,Dallas,72.9666,36003000,Real Estate,2
4060,50,Professional Capital Services,PA,Philadelphia,Philadelphia,72.9558,8646753,Financial Services,7
4061,6,HomeExchange.com,CA,Hermosa Beach,Los Angeles,72.8934,5818220,Travel & Hospitality,4
4062,107,Walton Isaacson,CA,Culver City,Los Angeles,72.8769,70291234,Advertising & Marketing,1
4063,500,Fine Designs,WA,Tukwila,Seattle,72.8498,19976673,Consumer Products & Services,5
4064,3100,eClinicalWorks,MA,Westborough,Worcester MA,72.8345,269745626,Health,8
4065,48,WayPoint Systems,GA,Atlanta,Atlanta,72.8305,10954000,Business Products & Services,1
4066,28,Electronic Cash Systems,CA,Foothill Ranch,Los Angeles,72.8163,53588593,Financial Services,6
4067,17,Premium 2000+ Warranties,NC,Winston Salem,Winston-Salem NC,72.7955,20328273,Insurance,3
4068,150,Therapeutic Interventions,VA,Belle Haven,,72.7899,8888971,Health,2
4069,140,On-Site Fuel Service,MS,Brandon,Jackson MS,72.719,237997370,Logistics & Transportation,5
4070,30,M&S Technologies,TX,Dallas,Dallas,72.6396,35958858,IT Services,5
4071,205,Purchasing Power,GA,Atlanta,Atlanta,72.6326,243221369,Business Products & Services,7
4072,211,Bomgar,MS,Ridgeland,Jackson MS,72.6261,48736205,Software,6
4073,32,Third Door Media,CT,Redding,Bridgeport-Stamford-Norwalk CT,72.5676,7971144,Advertising & Marketing,4
4074,48,CNS,CA,Burbank,Los Angeles,72.5324,2822497,IT Services,2
4075,25,Smart Source,IL,St. Charles,Chicago,72.4237,24010000,IT Services,2
4076,13,Imagination Technologies/FRS,NC,Monroe,Charlotte,72.3996,4077381,Human Resources,5
4077,30,Orion Financial Group,TX,Southlake,Dallas,72.3097,7263317,Financial Services,2
4078,26,MedExpress Pharmacy,NC,Salisbury,Salisbury NC,72.3035,32707070,Health,8
4079,158,Network Data Systems,IL,Schaumburg,Chicago,72.2776,34025262,IT Services,4
4080,55,Convergence Acceleration Solutions,GA,Alpharetta,Atlanta,72.2592,13462018,Telecommunications,1
4081,96,UniFocus,TX,Carrollton,Dallas,72.2195,11936507,Travel & Hospitality,2
4082,31,Sutoer Solutions,IL,Hinsdale,Chicago,72.1905,3532770,IT Services,1
4083,160,Parkway Construction & Associates,TX,Lewisville,Dallas,72.0861,153370000,Construction,1
4084,72,Prosek Partners,NY,New York,New York City,72.0689,17396497,Advertising & Marketing,6
4085,100,GiftCards.com,PA,Pittsburgh,Pittsburgh PA,72.0442,110403559,Consumer Products & Services,2
4086,32,Barber Martin Agency,VA,Richmond,Richmond VA,71.9513,25390255,Advertising & Marketing,6
4087,73,Huron Valley Financial,MI,Ann Arbor,Ann Arbor MI,71.8994,7940368,Financial Services,2
4088,134,MetroStar Systems,VA,Reston,Washington DC,71.8799,24823250,IT Services,7
4089,96,Forte Payment Systems,TX,Allen,Dallas,71.8469,51150969,Financial Services,7
4090,18,Greenchem Industries,FL,West Palm Beach,Miami,71.7774,69355667,Business Products & Services,2
4091,81,Blue Chair,MO,Kansas City,Kansas City MO-KS,71.783,42923054,Business Products & Services,1
4092,30,ReEmployAbility,FL,Tampa,Tampa,71.7562,2588830,Business Products & Services,1
4093,150,Meetings & Incentives Worldwide,WI,Caledonia,Racine WI,71.6627,80245116,Travel & Hospitality,1
4094,55,Focus School Software,FL,St. Petersburg,Tampa,71.622,3215594,Education,1
4095,17,Blue & Associates,TX,Austin,Austin,71.5746,7802037,Construction,5
4096,42,TMI Consulting,WI,Milwaukee,Milwaukee-Waukesha-West Allis WI,71.5245,4276492,Government Services,3
4097,14,Mint Advertising,NJ,Clinton,New York City,71.4727,3133270,Advertising & Marketing,1
4098,28,Aventure Aviation,GA,Peachtree City,Atlanta,71.4448,13705742,Logistics & Transportation,4
4099,20,714 Tickets,CA,Anaheim,Los Angeles,71.4271,13729007,Retail,1
4100,23,Daddies Board Shop,OR,Portland,Portland OR,71.3923,8418334,Retail,5
4101,7729,Payroll Management,FL,Fort Walton Beach,Fort Walton Beach-Crestview-Destin FL,71.353,168547797,Human Resources,1
4102,95,Cal-Tex Protective Coatings,TX,Schertz,San Antonio TX,71.3482,62530173,Manufacturing,6
4103,18,Atlantic Metro Communications,NJ,Parsippany,New York City,71.2765,6925000,IT Services,6
4104,52,IntelliGenesis,MD,Columbia,Baltimore,71.2116,10550357,Government Services,1
4105,26,Business Communications Management,NY,New York,New York City,71.1962,12885127,Telecommunications,3
4106,180,AMP Group,FL,Orlando,Orlando FL,71.1506,66957023,Retail,1
4107,23,Dr. Randolph's Ageless & Wellness Medical Center,FL,Jacksonville Beach,Jacksonville FL,71.1542,3022893,Health,1
4108,37,Global Reach Internet Productions,IA,Ames,Ames IA,71.0688,2827085,IT Services,2
4109,330,Windy City Limousine,IL,Franklin Park,Chicago,71.0405,21120277,Logistics & Transportation,5
4110,219,Steven Douglas Associates,FL,Fort Lauderdale,Miami,71.014,30184886,Human Resources,3
4111,124,Shepherd Insurance,IN,Carmel,Indianapolis IN,71.0087,16115055,Insurance,1
4112,22,Waldron,WA,Seattle,Seattle,70.9907,4538877,Human Resources,1
4113,10,Major Facility Solutions,OH,Barberton,Cleveland,70.9362,3052279,Business Products & Services,1
4114,37,CablesAndKits,GA,Buford,Atlanta,70.8941,13072024,Computer Hardware,6
4115,58,HR Works,NY,Fairport,Rochester NY,70.8511,4818000,Human Resources,4
4116,60,US-Analytics,TX,Irving,Dallas,70.8222,13883464,IT Services,2
4117,154,Liberty Pumps,NY,Bergen,Batavia NY,70.763,74620076,Manufacturing,8
4118,65,Send Word Now,NY,New York,New York City,70.7313,19308000,Telecommunications,7
4119,92,Austin Manufacturing Services,TX,Austin,Austin,70.6613,26082529,Manufacturing,3
4120,280,Pursuit of Excellence,TX,Dallas,Dallas,70.627,15709310,Human Resources,3
4121,89,CWS Corporate Leasing,TX,Austin,Austin,70.5567,28567756,Real Estate,6
4122,7,B.I.Minds,CA,Milpitas,San Jose,70.5516,2356000,Software,1
4123,24,Loving Pets,NJ,Cranbury,New York City,70.5338,14549793,Consumer Products & Services,2
4124,19,TEKConn Services,NY,New York,New York City,70.5253,2135488,IT Services,1
4125,57,Apex Information Technologies,MN,St. Paul,Minneapolis,70.5117,45883000,Business Products & Services,2
4126,0,Automation & Control,NJ,Moorestown,Philadelphia,70.4912,7559026,Engineering,2
4127,13,ProCPR,MI,Grand Rapids,Grand Rapids-Wyoming MI,70.4806,3564175,Education,2
4128,20,Bee Line,IL,Elk Grove Village,Chicago,70.4124,2611962,Construction,4
4129,9546,Acro Service,MI,Livonia,Detroit,70.3464,215367840,Human Resources,3
4130,250,BPA International,NY,Carle Place,New York City,70.3317,8345807,Telecommunications,6
4131,23,NPE,FL,Orlando,Orlando FL,70.3269,6097971,Health,5
4132,17,Triune Infomatics,CA,Fremont,San Francisco,70.2511,3450293,IT Services,1
4133,245,Crockett Facilities Services,MD,Bowie,Washington DC,70.2263,29196301,Business Products & Services,2
4134,21,Quality IT Partners,MD,Mount Airy,Baltimore,70.2349,4933358,IT Services,4
4135,30,Streamline Technologies,DE,Newark,Philadelphia,70.2214,4613000,IT Services,1
4136,423,Calypso St. Barth,NY,Long Island City,New York City,70.2032,79440775,Retail,1
4137,410,USA Mortgage,MO,St. Louis,St. Louis MO-IL,70.1768,61198222,Financial Services,5
4138,220,ERP Analysts,OH,Dublin,Columbus OH,70.1264,35069498,IT Services,6
4139,85,Prime Technological Services,GA,Suwanee,Atlanta,70.1,22935590,Manufacturing,2
4140,138,Allegient,IN,Indianapolis,Indianapolis IN,70.0984,22554262,IT Services,3
4141,72,JMARK Business Solutions,MO,Springfield,Springfield MO,70.0638,9854897,IT Services,5
4142,27,Dial800,CA,Los Angeles,Los Angeles,70.0468,6843187,Advertising & Marketing,4
4143,110,Creative Sign Designs,FL,Tampa,Tampa,70.0395,14684854,Manufacturing,4
4144,9,RH Electronics,CA,Oceanside,San Diego,69.974,2150266,Manufacturing,1
4145,28,Bar Harbor Foods,ME,Whiting,,69.9527,7788517,Food & Beverage,8
4146,11,QTRCO,TX,Tomball,Houston,69.9191,5401561,Manufacturing,1
4147,225,PDS Services,MI,Livonia,Detroit,69.892,9750000,Human Resources,3
4148,21,RFID Global Solution,VA,Reston,Washington DC,69.8895,4518754,Software,3
4149,40,Right at Home,NE,Omaha,Omaha-Council Bluffs NE-IA,69.8636,16199217,Health,6
4150,55,CopySource,FL,Coral Springs,Miami,69.7607,15348563,Business Products & Services,3
4151,60,Ducts Unlimited Mechanical Systems,CO,Arvada,Denver,69.7548,9461065,Construction,4
4152,30000,Sutherland Global Services,NY,Pittsford,Rochester NY,69.6839,771259000,Business Products & Services,8
4153,1153,Bear Staffing Services,NJ,Woodbury,Philadelphia,69.6688,7275400,Human Resources,2
4154,13,Registration Express Group,CA,Redding,Redding CA,69.63,2683553,Business Products & Services,1
4155,89,Milestone Internet Marketing,CA,Santa Clara,San Jose,69.5412,17423173,Advertising & Marketing,1
4156,28,Weld Power Service Company,MA,Auburn,Worcester MA,69.5332,3820389,Energy,3
4157,52,Compliance Management International,PA,North Wales,Philadelphia,69.501,6636007,Environmental Services,2
4158,51,Prestige Staffing,GA,Atlanta,Atlanta,69.4844,19847546,Human Resources,5
4159,157,Manufacturing Technical Solutions,AL,Huntsville,Huntsville AL,69.4198,19428419,Government Services,5
4160,102,Neogov,CA,El Segundo,Los Angeles,69.3801,15596678,Software,5
4161,105,Shooters,PA,Philadelphia,Philadelphia,69.3585,32725817,Media,5
4162,97,Federal Management Partners,VA,Alexandria,Washington DC,69.3392,30195466,Business Products & Services,1
4163,15,Spectra Management,UT,Draper,Salt Lake City,69.3431,2192445,Insurance,1
4164,45,Maxons Restorations,NY,New York,New York City,69.2645,22455093,Construction,2
4165,40,SEI - Atlanta,GA,Alpharetta,Atlanta,69.2522,8407566,IT Services,3
4166,129,Integrated Care Management,GA,Alpharetta,Atlanta,69.2061,18278000,Health,3
4167,71,Phoenix Data,IN,Indianapolis,Indianapolis IN,69.2081,7353200,IT Services,1
4168,28,Network FOB,FL,Jacksonville,Jacksonville FL,69.1612,87613758,Logistics & Transportation,1
4169,101,Momentum Consulting,FL,Miami Lakes,Miami,69.1067,15271605,IT Services,1
4170,17,Menlo Innovations,MI,Ann Arbor,Ann Arbor MI,68.9966,3965977,Software,6
4171,12,Ram Supply Company,MD,Baltimore,Baltimore,68.9904,2607700,Business Products & Services,2
4172,80,National Vendor,TX,Cedar Park,Austin,68.9455,27011000,Insurance,2
4173,84,Symmetry,WI,Milwaukee,Milwaukee-Waukesha-West Allis WI,68.955,18075814,IT Services,4
4174,1000,Camellia Healthcare,MS,Hattiesburg,,68.9409,73497334,Health,2
4175,800,M-D Building Products,OK,Oklahoma City,Oklahoma City OK,68.8795,181541217,Manufacturing,1
4176,87,Tantus Technologies,DC,Washington,Washington DC,68.8848,26072092,Government Services,5
4177,28726,The Seaton Companies,IL,Chicago,,68.8694,587299000,Human Resources,4
4178,97,Tully Rinckey,NY,Albany,Albany-Schenectady-Troy NY,68.8275,11355212,Consumer Products & Services,6
4179,95,Tangerine Salon,TX,Coppell,Dallas,68.7992,5704764,Consumer Products & Services,1
4180,29,Neta Scientific,NJ,Hainesport,Philadelphia,68.7593,34089912,Business Products & Services,2
4181,90,Saturn Freight Systems,GA,Marietta,Atlanta,68.7505,34018764,Logistics & Transportation,5
4182,182,InVue Security,NC,Charlotte,Charlotte,68.704,113911890,Security,5
4183,31,PepperDash Technology,MA,Allston,Boston,68.6281,3911470,Software,7
4184,20,3 Blind Mice Window Coverings,CA,San Diego,San Diego,68.6115,2462355,Business Products & Services,1
4185,127,LeadDog Marketing Group,NY,New York,New York City,68.5728,36083000,Advertising & Marketing,5
4186,26,Industrial Revolution,WA,Tukwila,Seattle,68.5668,11544420,Consumer Products & Services,5
4187,27,Commercial Capital Training Group,NY,Albany,Albany-Schenectady-Troy NY,68.5653,2260709,Education,1
4188,14,The Basement,IN,Indianapolis,Indianapolis IN,68.5738,2033000,Media,1
4189,4547,Rural King Supply,IL,Mattoon,Charleston-Mattoon IL,68.5082,751445169,Retail,1
4190,350,The Fresh Diet,FL,Miami,Miami,68.5111,26925000,Food & Beverage,4
4191,78,Isotech Pest Management,CA,Irwindale,Los Angeles,68.4712,10514080,Business Products & Services,6
4192,27,Best Transportation Services,IL,Woodridge,Chicago,68.4746,8604000,Logistics & Transportation,1
4193,65,ServarusRM,VA,Fairfax,Washington DC,68.4547,2638000,Health,3
4194,44,Jarrett Logistics Systems,OH,Orrville,Wooster OH,68.4305,38846595,Logistics & Transportation,9
4195,25,The CAPROCK Group,ID,Boise,Boise City-Nampa ID,68.3756,7284404,Financial Services,2
4196,305,Carl Warren & Company,CA,Placentia,Los Angeles,68.3626,38395000,Insurance,1
4197,47,Hewins Financial Advisors,CA,San Mateo,San Francisco,68.3241,12145983,Financial Services,1
4198,9,Secured Retail Networks,CA,Irvine,Los Angeles,68.2942,5246720,IT Services,2
4199,87,North Shore Pediatric Therapy,IL,Des Plaines,Chicago,68.1924,6062660,Health,6
4200,35,Online Rewards,TX,Dallas,Dallas,68.1816,17850116,Business Products & Services,7
4201,183,Health Market Science,PA,King of Prussia,Philadelphia,68.0431,40458508,IT Services,7
4202,308,Praxis,MI,Grand Rapids,Grand Rapids-Wyoming MI,68.0228,27149065,Manufacturing,2
4203,136,FiberLight,GA,Alpharetta,Atlanta,68.0005,101647000,Telecommunications,3
4204,450,Flyers Energy,CA,Auburn,Truckee-Grass Valley CA,67.9592,1977921907,Energy,1
4205,342,DTT,CA,Los Angeles,Los Angeles,67.9524,23923893,Security,5
4206,47,South Miami Pharmacy,FL,Miami,Miami,67.8863,22484752,Health,6
4207,13,Caring Senior Service,TX,San Antonio,San Antonio TX,67.8534,24598342,Health,3
4208,55,Callis Communications,AL,Mobile,Mobile AL,67.8542,11407553,Telecommunications,7
4209,84,New Glarus Brewing,WI,New Glarus,Madison WI,67.8224,36958212,Food & Beverage,8
4210,25,Verma Systems,LA,Baton Rouge,Baton Rouge LA,67.8173,3793516,IT Services,2
4211,7,Government Sourcing Solutions,DC,Washington,Washington DC,67.8176,2920116,Government Services,3
4212,85,Fortis Construction,OR,Portland,Portland OR,67.7759,249046391,Construction,7
4213,226,Arlington Resources,IL,Rolling Meadows,Chicago,67.7669,4916432,Human Resources,4
4214,165,Advisors Mortgage Group,NJ,Ocean,New York City,67.75,18951909,Financial Services,6
4215,210,TechAspect Solutions,CA,Fremont,Allegan MI,67.6985,10622193,IT Services,2
4216,78,Rain,NY,New York,New York City,67.6606,11727750,Advertising & Marketing,3
4217,29,Argent Capital Management,MO,Clayton,St. Louis MO-IL,67.6375,9547050,Financial Services,6
4218,98,Bolt Express,OH,Toledo,Toledo OH,67.5971,58456100,Logistics & Transportation,4
4219,22,Overgroup,GA,Atlanta,Atlanta,67.5997,3189311,Telecommunications,3
4220,38,Spawn Ideas,AK,Anchorage,Anchorage AK,67.5724,12316709,Advertising & Marketing,1
4221,46,Logan A/C & Heat Services,OH,Dayton,Dayton OH,67.5115,19316784,Construction,1
4222,1041,Granite Telecommunications,MA,Quincy,Boston,67.4515,865828000,Telecommunications,8
4223,20000,Infiniti HR,MD,Burtonsville,Washington DC,67.4062,151039927,Human Resources,2
4224,30,LRXD,CO,Denver,Denver,67.3301,5023673,Advertising & Marketing,2
4225,30,SRP Environmental,LA,Shreveport,Shreveport-Bossier City LA,67.3315,4159968,Environmental Services,3
4226,115,Firespring,NE,Lincoln,Lincoln NE,67.3112,8670295,Advertising & Marketing,4
4227,1194,OTO Development,SC,Spartanburg,Spartanburg SC,67.1621,160424221,Travel & Hospitality,3
4228,37,Competitive Innovations,VA,Arlington,Washington DC,67.1492,2602322,Government Services,3
4229,71,ClassBook.com,NY,Castleton,Albany-Schenectady-Troy NY,67.1427,12047971,Education,7
4230,78,iT1,AZ,Scottsdale,Phoenix,67.1041,77310400,Computer Hardware,1
4231,45,EO Products,CA,San Rafael,San Francisco,67.0962,14137205,Consumer Products & Services,4
4232,59,TVGla,CA,Los Angeles,Los Angeles,67.0026,9348056,Advertising & Marketing,2
4233,9,Point Recognition,OH,Brunswick,Cleveland,67.0028,5477132,Business Products & Services,3
4234,57,Advanta Industries,MI,Petersburg,Monroe MI,66.9914,17789239,Manufacturing,1
4235,75,Arora Engineers,PA,Chadds Ford,Philadelphia,66.9915,12339000,Engineering,6
4236,24,Straine Consulting,CA,Sacramento,Sacramento--Arden-Arcade--Roseville CA,66.9528,6241704,Health,1
4237,50,BCT Consulting,CA,Fresno,Fresno CA,66.931,4249840,IT Services,5
4238,226,Auction Systems,AZ,Phoenix,Phoenix,66.8745,165398236,Business Products & Services,11
4239,125,OTR Wheel Engineering,GA,Rome,Atlanta,66.812,70744697,Manufacturing,5
4240,48,Fox Collection Center,TN,Goodlettsville,Nashville,66.7711,3068332,Financial Services,1
4241,165,Talon,NJ,Princeton,Trenton-Ewing NJ,66.6805,17866711,Human Resources,7
4242,33,Division-D,MO,Columbia,Columbia MO,66.6796,14978705,Advertising & Marketing,2
4243,600,Robins Kaplan,MN,Minneapolis,Minneapolis,66.6667,280000000,Business Products & Services,1
4244,91,iNDIGO Health Partners,MI,Traverse City,Traverse City MI,66.6595,28219681,Health,3
4245,25,Full Visibility,VA,Vienna,Washington DC,66.5239,2721000,Government Services,1
4246,187,Client Solution Architects,PA,Mechanicsburg,Harrisburg-Carlisle PA,66.4588,32763252,Business Products & Services,3
4247,107,Bankwell Financial Group,CT,New Canaan,Bridgeport-Stamford-Norwalk CT,66.4514,28092000,Financial Services,1
4248,32,Blood Hound Underground Utility Locators,IN,Brownsburg,Indianapolis IN,66.4354,5707340,Construction,1
4249,8,ProRecruiters,OK,Tulsa,Tulsa OK,66.4296,2746948,Business Products & Services,2
4250,281,The Myers Group,GA,Duluth,Atlanta,66.3601,16592017,Health,2
4251,88,OpinionLab,IL,Chicago,Chicago,66.2906,14075000,IT Services,2
4252,24,Signarama Huntington NY,NY,Huntington Station,New York City,66.2231,3626727,Business Products & Services,1
4253,45,Movoto,CA,San Mateo,San Francisco,66.1678,5663000,Real Estate,4
4254,779,M S International,CA,Orange,Los Angeles,66.1302,559480000,Consumer Products & Services,5
4255,9,SDB Trade International,TX,Pasadena,Houston,66.1037,67056524,Energy,4
4256,265,Linx,CO,Denver,Denver,66.0883,50560713,Telecommunications,5
